property_master_id,rera_id,rera_registered,project_status,project_age,construction_duration_months,completion_percent,unsold_inventory,developer_project_count,developer_completion_rate,developer_lapsed_project_count
PROP-55D3BDB6DA4F,,0,Unregistered,,,,,0,1.0,0
PROP-9262C8B1BF0E,RERA-DEL-52740505,1,Ongoing,23.0,50.0,46.0,79.0,15,0.667,1
PROP-F9AE26D399E0,,0,Unregistered,,,,,0,1.0,0
PROP-6074E5CB7A70,,0,Unregistered,,,,,0,1.0,0
PROP-F24437E24820,,0,Unregistered,,,,,0,1.0,0
PROP-1ECB2C470728,,0,Unregistered,,,,,0,1.0,0
PROP-D6BE86E896F9,,0,Unregistered,,,,,0,1.0,0
PROP-72C0C822BEDA,,0,Unregistered,,,,,0,1.0,0
PROP-BCC62E9D8CA7,,0,Unregistered,,,,,0,1.0,0
PROP-94F8017B3A20,RERA-DEL-61471444,1,Ongoing,14.0,46.0,30.4,79.0,9,0.444,0
PROP-BD7B66211C6C,,0,Unregistered,,,,,0,1.0,0
PROP-6E7913EB3D32,RERA-DEL-36724308,1,Ongoing,6.0,24.0,25.0,90.0,86,0.337,0
PROP-B2757C589F50,,0,Unregistered,,,,,0,1.0,0
PROP-EFD875D73A36,RERA-DEL-57801646,1,Ongoing,24.0,46.0,52.2,24.0,88,0.432,2
PROP-914456EC43ED,,0,Unregistered,,,,,0,1.0,0
PROP-2AE47906AB26,,0,Unregistered,,,,,0,1.0,0
PROP-BF118ED57912,,0,Unregistered,,,,,0,1.0,0
PROP-2E6FF74FD8BD,RERA-DEL-58794736,1,Ongoing,40.0,52.0,76.9,75.0,82,0.305,0
PROP-97620A160357,,0,Unregistered,,,,,0,1.0,0
PROP-F92ECC62D2AA,,0,Unregistered,,,,,0,1.0,0
PROP-AA93F3BB9C5D,,0,Unregistered,,,,,0,1.0,0
PROP-BDF4B9D4AC18,,0,Unregistered,,,,,0,1.0,0
PROP-AAA6D8989B61,,0,Unregistered,,,,,0,1.0,0
PROP-CAA8D428581E,,0,Unregistered,,,,,0,1.0,0
PROP-7C174A3733B8,,0,Unregistered,,,,,0,1.0,0
PROP-AC4FE8CFA13F,RERA-DEL-76803516,1,Ongoing,41.0,45.0,91.1,173.0,90,0.611,3
PROP-17989003F56A,,0,Unregistered,,,,,0,1.0,0
PROP-4067C8940872,RERA-DEL-76803516,1,Ongoing,26.0,45.0,57.8,173.0,87,0.379,1
PROP-B10BBD600E54,,0,Unregistered,,,,,0,1.0,0
PROP-D699F610C92F,RERA-DEL-99785889,1,Ongoing,27.0,58.0,46.6,62.0,6,0.5,1
PROP-6B7AD432C313,,0,Unregistered,,,,,0,1.0,0
PROP-254341295E71,,0,Unregistered,,,,,0,1.0,0
PROP-B97C59118B17,,0,Unregistered,,,,,0,1.0,0
PROP-48E34A31273D,,0,Unregistered,,,,,0,1.0,0
PROP-042EFD4DC426,RERA-DEL-57801646,1,Ongoing,24.0,46.0,52.2,24.0,89,0.472,2
PROP-29787F484A52,RERA-DEL-36859235,1,Completed,41.0,30.0,100.0,215.0,5,1.0,0
PROP-73AC180F6641,,0,Unregistered,,,,,0,1.0,0
PROP-A67A494938EA,,0,Unregistered,,,,,0,1.0,0
PROP-ECCF8E696E76,,0,Unregistered,,,,,0,1.0,0
PROP-BEE8E83EDD44,,0,Unregistered,,,,,0,1.0,0
PROP-5521C4787D00,,0,Unregistered,,,,,0,1.0,0
PROP-F92924B12BF9,,0,Unregistered,,,,,0,1.0,0
PROP-320E741DFF6C,,0,Unregistered,,,,,0,1.0,0
PROP-A3E975C10611,,0,Unregistered,,,,,0,1.0,0
PROP-CFFB76DF842B,,0,Unregistered,,,,,0,1.0,0
PROP-2699E2C58477,,0,Unregistered,,,,,0,1.0,0
PROP-028CD4A0810C,,0,Unregistered,,,,,0,1.0,0
PROP-05C3C94091AD,,0,Unregistered,,,,,0,1.0,0
PROP-39E6F6D320CF,RERA-DEL-48676784,1,Ongoing,34.0,46.0,73.9,216.0,24,0.5,0
PROP-25935D655E1C,,0,Unregistered,,,,,0,1.0,0
PROP-77E612EE5010,,0,Unregistered,,,,,0,1.0,0
PROP-74C352CDE5C2,RERA-DEL-22942552,1,Ongoing,22.0,59.0,37.3,22.0,30,0.1,0
PROP-D6969C6962EA,,0,Unregistered,,,,,0,1.0,0
PROP-7658D2B9A7BF,,0,Unregistered,,,,,0,1.0,0
PROP-25ACE83DFDCD,RERA-DEL-72179222,1,Ongoing,24.0,31.0,77.4,211.0,27,0.667,0
PROP-E0DC804C0B86,,0,Unregistered,,,,,0,1.0,0
PROP-DCDF1F96DBBD,,0,Unregistered,,,,,0,1.0,0
PROP-896B33221EFE,RERA-DEL-68130246,1,Ongoing,16.0,44.0,36.4,47.0,10,0.4,0
PROP-81F088C5B06E,,0,Unregistered,,,,,0,1.0,0
PROP-8B54A49BA724,,0,Unregistered,,,,,0,1.0,0
PROP-F4309AA752BE,,0,Unregistered,,,,,0,1.0,0
PROP-5AB3CCC319BB,RERA-DEL-73532433,1,Ongoing,7.0,57.0,12.3,26.0,11,0.636,0
PROP-D08739372267,,0,Unregistered,,,,,0,1.0,0
PROP-9537127B05C0,,0,Unregistered,,,,,0,1.0,0
PROP-1212F439B136,,0,Unregistered,,,,,0,1.0,0
PROP-D8C23C4EFDE9,,0,Unregistered,,,,,0,1.0,0
PROP-EE3A2B310FA4,,0,Unregistered,,,,,0,1.0,0
PROP-19C422615BAA,,0,Unregistered,,,,,0,1.0,0
PROP-EC5EC5B938A9,RERA-DEL-84743114,1,Completed,28.0,25.0,100.0,119.0,13,1.0,3
PROP-83A62A4C903D,,0,Unregistered,,,,,0,1.0,0
PROP-B4228A0769D7,,0,Unregistered,,,,,0,1.0,0
PROP-933EFD859FBC,,0,Unregistered,,,,,0,1.0,0
PROP-72794BDD040A,,0,Unregistered,,,,,0,1.0,0
PROP-979AA9C463D9,,0,Unregistered,,,,,0,1.0,0
PROP-52A6FDE77DFA,,0,Unregistered,,,,,0,1.0,0
PROP-DBACD2C42C44,,0,Unregistered,,,,,0,1.0,0
PROP-D2C0908B935D,RERA-DEL-04224609,1,Ongoing,15.0,24.0,62.5,244.0,10,0.8,2
PROP-F91BA169CE69,,0,Unregistered,,,,,0,1.0,0
PROP-1BF4AAED0959,RERA-DEL-93187395,1,Ongoing,37.0,43.0,86.0,194.0,48,0.146,0
PROP-6D4D590C87F4,,0,Unregistered,,,,,0,1.0,0
PROP-282B80456265,,0,Unregistered,,,,,0,1.0,0
PROP-5B3FD2BB0B99,,0,Unregistered,,,,,0,1.0,0
PROP-590232BED118,,0,Unregistered,,,,,0,1.0,0
PROP-C8CDAD5BBBF5,,0,Unregistered,,,,,0,1.0,0
PROP-20D4AFB81E68,,0,Unregistered,,,,,0,1.0,0
PROP-1F206B7DB35D,RERA-DEL-01085559,1,Ongoing,29.0,46.0,63.0,213.0,15,0.933,2
PROP-C51DD3CB67F1,,0,Unregistered,,,,,0,1.0,0
PROP-88A123C6BB36,,0,Unregistered,,,,,0,1.0,0
PROP-20EEEB7F1E76,,0,Unregistered,,,,,0,1.0,0
PROP-B33BDA2666D5,RERA-DEL-98858383,1,Ongoing,37.0,49.0,75.5,244.0,18,0.333,0
PROP-1C7161734D0A,,0,Unregistered,,,,,0,1.0,0
PROP-9D997747750A,,0,Unregistered,,,,,0,1.0,0
PROP-0E9F88E7CFD6,,0,Unregistered,,,,,0,1.0,0
PROP-7C1C95262DB7,,0,Unregistered,,,,,0,1.0,0
PROP-805557F2B17F,,0,Unregistered,,,,,0,1.0,0
PROP-D25A2305C46B,,0,Unregistered,,,,,0,1.0,0
PROP-1BA50C88B9CE,,0,Unregistered,,,,,0,1.0,0
PROP-1CC959DF0392,,0,Unregistered,,,,,0,1.0,0
PROP-894D05E81F8C,,0,Unregistered,,,,,0,1.0,0
PROP-9740A2925460,,0,Unregistered,,,,,0,1.0,0
PROP-9EA64F24B21A,,0,Unregistered,,,,,0,1.0,0
PROP-7FEE8918F746,,0,Unregistered,,,,,0,1.0,0
PROP-A721EC972FBE,,0,Unregistered,,,,,0,1.0,0
PROP-BDDE30E09C3B,,0,Unregistered,,,,,0,1.0,0
PROP-20923FA2CB01,,0,Unregistered,,,,,0,1.0,0
PROP-450FE548E75E,RERA-DEL-61275028,1,Completed,39.0,30.0,100.0,47.0,5,0.8,2
PROP-552E27E4E2FE,,0,Unregistered,,,,,0,1.0,0
PROP-287689C35754,,0,Unregistered,,,,,0,1.0,0
PROP-3296E4666488,,0,Unregistered,,,,,0,1.0,0
PROP-6A1E70AA5CFE,,0,Unregistered,,,,,0,1.0,0
PROP-49842AC2DD32,,0,Unregistered,,,,,0,1.0,0
PROP-582808500BF1,,0,Unregistered,,,,,0,1.0,0
PROP-17D5FD1A5980,RERA-DEL-82436892,1,Ongoing,30.0,37.0,81.1,59.0,14,0.857,2
PROP-E810F9F8468A,,0,Unregistered,,,,,0,1.0,0
PROP-3FD2E02D958C,,0,Unregistered,,,,,0,1.0,0
PROP-1211F8871F29,,0,Unregistered,,,,,0,1.0,0
PROP-90B290F6FFDD,,0,Unregistered,,,,,0,1.0,0
PROP-759B1C709380,,0,Unregistered,,,,,0,1.0,0
PROP-998FD5811104,,0,Unregistered,,,,,0,1.0,0
PROP-ADC319DDB1CF,,0,Unregistered,,,,,0,1.0,0
PROP-53362A4D6A74,,0,Unregistered,,,,,0,1.0,0
PROP-53C442DE41D4,,0,Unregistered,,,,,0,1.0,0
PROP-2576499F1A11,RERA-DEL-41753498,1,Ongoing,8.0,28.0,28.6,31.0,11,0.727,2
PROP-56B86891A5DA,,0,Unregistered,,,,,0,1.0,0
PROP-BB1A42052464,,0,Unregistered,,,,,0,1.0,0
PROP-7738C2D066E5,,0,Unregistered,,,,,0,1.0,0
PROP-BA00F3582FAC,,0,Unregistered,,,,,0,1.0,0
PROP-10B3F7846261,,0,Unregistered,,,,,0,1.0,0
PROP-AA441C9659B2,,0,Unregistered,,,,,0,1.0,0
PROP-1B1FF8F3C3BA,,0,Unregistered,,,,,0,1.0,0
PROP-35F055A640FC,,0,Unregistered,,,,,0,1.0,0
PROP-273866F1255A,RERA-DEL-93187395,1,Ongoing,37.0,43.0,86.0,194.0,90,0.689,3
PROP-CD5F861DFC1E,RERA-DEL-35264812,1,Ongoing,22.0,44.0,50.0,36.0,22,0.727,1
PROP-E6DF6DA88276,,0,Unregistered,,,,,0,1.0,0
PROP-293C757721AB,,0,Unregistered,,,,,0,1.0,0
PROP-6B48C2D1ECDB,RERA-DEL-45851714,1,Ongoing,16.0,58.0,27.6,41.0,15,0.8,1
PROP-FE0AE8D1769D,RERA-DEL-31122441,1,Ongoing,37.0,73.0,50.7,251.0,87,0.379,1
PROP-502125E8148D,,0,Unregistered,,,,,0,1.0,0
PROP-20066B54B861,,0,Unregistered,,,,,0,1.0,0
PROP-6E2346C87A35,,0,Unregistered,,,,,0,1.0,0
PROP-8321C265D6DD,RERA-DEL-58794736,1,Completed,58.0,52.0,100.0,75.0,89,0.573,2
PROP-6BF8989B7261,,0,Unregistered,,,,,0,1.0,0
PROP-48E9CE227720,,0,Unregistered,,,,,0,1.0,0
PROP-EDDDEDD9DD42,RERA-DEL-29647917,1,Completed,72.0,31.0,100.0,137.0,10,0.8,0
PROP-28DEECE1BF8F,RERA-DEL-98279066,1,Ongoing,24.0,48.0,50.0,157.0,9,0.778,0
PROP-A06E5F18DEC8,RERA-DEL-29647917,1,Ongoing,27.0,31.0,87.1,137.0,8,0.75,0
PROP-3470C6246477,,0,Unregistered,,,,,0,1.0,0
PROP-CD6EB10A8A9C,,0,Unregistered,,,,,0,1.0,0
PROP-7467ECA4EF22,,0,Unregistered,,,,,0,1.0,0
PROP-4194E6191A3B,,0,Unregistered,,,,,0,1.0,0
PROP-B7400FA32E14,,0,Unregistered,,,,,0,1.0,0
PROP-81337294428B,,0,Unregistered,,,,,0,1.0,0
PROP-5E1A8D49AF54,RERA-DEL-12741288,1,Completed,82.0,46.0,100.0,47.0,12,1.0,4
PROP-846DB9EEDF9C,RERA-DEL-01204492,1,Ongoing,6.0,33.0,18.2,131.0,15,0.6,0
PROP-CBA92F4A5F80,RERA-DEL-46904930,1,Completed,50.0,36.0,100.0,112.0,6,0.833,1
PROP-4F4E58F2E6AF,,0,Unregistered,,,,,0,1.0,0
PROP-000227284A55,,0,Unregistered,,,,,0,1.0,0
PROP-D266F6BD0ABE,,0,Unregistered,,,,,0,1.0,0
PROP-E31B213DA46A,,0,Unregistered,,,,,0,1.0,0
PROP-68A1E9DDDBEE,,0,Unregistered,,,,,0,1.0,0
PROP-DD36A602315A,RERA-DEL-57517017,1,Ongoing,15.0,42.0,35.7,83.0,14,0.5,0
PROP-1BB2D54C32FB,,0,Unregistered,,,,,0,1.0,0
PROP-398D23A73527,,0,Unregistered,,,,,0,1.0,0
PROP-5FFF972493E8,,0,Unregistered,,,,,0,1.0,0
PROP-C1D6CE96163B,,0,Unregistered,,,,,0,1.0,0
PROP-1728ADFFE3A6,RERA-DEL-89323879,1,Ongoing,25.0,33.0,75.8,119.0,89,0.517,2
PROP-7AEC3D8AF51E,RERA-DEL-12741288,1,Ongoing,34.0,46.0,73.9,47.0,11,0.455,0
PROP-3823DDF935AF,,0,Unregistered,,,,,0,1.0,0
PROP-745990587C5B,,0,Unregistered,,,,,0,1.0,0
PROP-33A32ECC59E8,,0,Unregistered,,,,,0,1.0,0
PROP-59C0B66AB512,,0,Unregistered,,,,,0,1.0,0
PROP-9E81EF174828,,0,Unregistered,,,,,0,1.0,0
PROP-7918A0543BED,,0,Unregistered,,,,,0,1.0,0
PROP-60EC457D0936,,0,Unregistered,,,,,0,1.0,0
PROP-6F901CE1707C,,0,Unregistered,,,,,0,1.0,0
PROP-B8CCA5B077EC,,0,Unregistered,,,,,0,1.0,0
PROP-39E81FB8972D,RERA-DEL-25906804,1,Ongoing,18.0,40.0,45.0,115.0,27,0.741,0
PROP-B225A8C6224E,RERA-DEL-08132743,1,Ongoing,33.0,39.0,84.6,56.0,4,0.25,0
PROP-1B72B6E9EDBF,,0,Unregistered,,,,,0,1.0,0
PROP-8E56F9D006D4,RERA-DEL-76803516,1,Ongoing,26.0,45.0,57.8,173.0,86,0.337,0
PROP-B78800F491B9,,0,Unregistered,,,,,0,1.0,0
PROP-B03B3B46D32E,,0,Unregistered,,,,,0,1.0,0
PROP-3253F7DCACDC,,0,Unregistered,,,,,0,1.0,0
PROP-E07545FB994B,,0,Unregistered,,,,,0,1.0,0
PROP-5A133BACF6BE,,0,Unregistered,,,,,0,1.0,0
PROP-D106EFBB1FB7,,0,Unregistered,,,,,0,1.0,0
PROP-1355605F38C5,,0,Unregistered,,,,,0,1.0,0
PROP-61B8A9AEFA98,,0,Unregistered,,,,,0,1.0,0
PROP-C42F61D7812F,,0,Unregistered,,,,,0,1.0,0
PROP-676C42CA4778,RERA-DEL-12646427,1,Ongoing,25.0,33.0,75.8,160.0,11,0.364,0
PROP-A08BC850FD3D,,0,Unregistered,,,,,0,1.0,0
PROP-372A2F4351B9,,0,Unregistered,,,,,0,1.0,0
PROP-20BB187570CC,,0,Unregistered,,,,,0,1.0,0
PROP-0EBA19EF740C,,0,Unregistered,,,,,0,1.0,0
PROP-D5C014EAD97E,,0,Unregistered,,,,,0,1.0,0
PROP-46EEF5F879C0,,0,Unregistered,,,,,0,1.0,0
PROP-D51585FA641A,,0,Unregistered,,,,,0,1.0,0
PROP-2C60ABC5A4FD,RERA-DEL-42235426,1,Ongoing,16.0,53.0,30.2,64.0,8,0.875,0
PROP-1FE024C16000,,0,Unregistered,,,,,0,1.0,0
PROP-E9539E4B5285,,0,Unregistered,,,,,0,1.0,0
PROP-3BC470DF3E55,,0,Unregistered,,,,,0,1.0,0
PROP-4F05BDF246E9,,0,Unregistered,,,,,0,1.0,0
PROP-762D7C1106F9,,0,Unregistered,,,,,0,1.0,0
PROP-3A525EDA554C,,0,Unregistered,,,,,0,1.0,0
PROP-0A6C33856758,RERA-DEL-63336715,1,Completed,58.0,30.0,100.0,81.0,17,0.824,0
PROP-97C92653EB1E,RERA-DEL-89323879,1,Completed,37.0,33.0,100.0,119.0,90,0.722,3
PROP-214CE85D66CF,,0,Unregistered,,,,,0,1.0,0
PROP-53D5A88CABF0,,0,Unregistered,,,,,0,1.0,0
PROP-E7641CA5BDDE,,0,Unregistered,,,,,0,1.0,0
PROP-E8BBAB4BD9FD,,0,Unregistered,,,,,0,1.0,0
PROP-157700681B80,,0,Unregistered,,,,,0,1.0,0
PROP-8C48FB13E61D,,0,Unregistered,,,,,0,1.0,0
PROP-2206F339B89A,,0,Unregistered,,,,,0,1.0,0
PROP-91050CC73B1E,,0,Unregistered,,,,,0,1.0,0
PROP-C02F4D4BCC19,,0,Unregistered,,,,,0,1.0,0
PROP-A4D9A0349176,RERA-DEL-76319720,1,Ongoing,14.0,31.0,45.2,21.0,9,0.778,0
PROP-84641BD5411C,,0,Unregistered,,,,,0,1.0,0
PROP-EDFC1FA0B6ED,,0,Unregistered,,,,,0,1.0,0
PROP-9EEE4BA2F0CF,RERA-DEL-47398215,1,Ongoing,37.0,59.0,62.7,172.0,11,0.636,0
PROP-B4EC623C09EA,,0,Unregistered,,,,,0,1.0,0
PROP-0535CAF1FAC7,RERA-DEL-57801646,1,Ongoing,24.0,46.0,52.2,24.0,86,0.337,0
PROP-B49C49503C99,,0,Unregistered,,,,,0,1.0,0
PROP-737058C691EB,,0,Unregistered,,,,,0,1.0,0
PROP-B995BC01E4D5,,0,Unregistered,,,,,0,1.0,0
PROP-14D04B065EFF,,0,Unregistered,,,,,0,1.0,0
PROP-EEB0A10DCBCC,RERA-DEL-81797625,1,Ongoing,31.0,52.0,59.6,52.0,10,0.5,0
PROP-7BF33A665DCB,,0,Unregistered,,,,,0,1.0,0
PROP-127BFE798BE3,RERA-DEL-98064329,1,Ongoing,11.0,54.0,20.4,133.0,24,0.458,0
PROP-0D33B9F918C9,RERA-DEL-55181975,1,Ongoing,29.0,45.0,64.4,30.0,15,0.867,3
PROP-903170F7CB0F,,0,Unregistered,,,,,0,1.0,0
PROP-49D4FAFE2404,,0,Unregistered,,,,,0,1.0,0
PROP-E19F9BAD3AE8,RERA-DEL-42612334,1,Ongoing,41.0,56.0,73.2,130.0,10,0.7,2
PROP-8C1C2089D53A,RERA-DEL-12276659,1,Ongoing,29.0,59.0,49.2,88.0,10,0.7,0
PROP-3B84C0E541C7,,0,Unregistered,,,,,0,1.0,0
PROP-07B3294DA6EF,,0,Unregistered,,,,,0,1.0,0
PROP-64CCFBC62641,RERA-DEL-57801646,1,Ongoing,24.0,46.0,52.2,24.0,48,0.146,0
PROP-F8ABF62903AE,RERA-DEL-42831589,1,Ongoing,31.0,32.0,96.9,33.0,7,0.714,1
PROP-94B272C1C697,,0,Unregistered,,,,,0,1.0,0
PROP-108E705E689F,,0,Unregistered,,,,,0,1.0,0
PROP-69C97100740E,,0,Unregistered,,,,,0,1.0,0
PROP-A547147D32EF,RERA-DEL-38553489,1,Ongoing,15.0,43.0,34.9,78.0,9,0.333,0
PROP-958B701E7728,,0,Unregistered,,,,,0,1.0,0
PROP-8CD5EC64B8C9,,0,Unregistered,,,,,0,1.0,0
PROP-C8BCFD4FFABE,RERA-DEL-76803516,1,Ongoing,26.0,45.0,57.8,173.0,82,0.305,0
PROP-9F32941833A5,,0,Unregistered,,,,,0,1.0,0
PROP-4F55453B9ED7,,0,Unregistered,,,,,0,1.0,0
PROP-00D21E715BA4,,0,Unregistered,,,,,0,1.0,0
PROP-6715FA45A16B,,0,Unregistered,,,,,0,1.0,0
PROP-DC78E858B7CB,,0,Unregistered,,,,,0,1.0,0
PROP-6B359A4000AA,,0,Unregistered,,,,,0,1.0,0
PROP-738B04745052,,0,Unregistered,,,,,0,1.0,0
PROP-46ED7963FD46,,0,Unregistered,,,,,0,1.0,0
PROP-46C816D1054E,,0,Unregistered,,,,,0,1.0,0
PROP-E2A60BE0FE64,,0,Unregistered,,,,,0,1.0,0
PROP-FB7FA2BB14A0,,0,Unregistered,,,,,0,1.0,0
PROP-E0385DACF2EC,,0,Unregistered,,,,,0,1.0,0
PROP-FE13381AD603,,0,Unregistered,,,,,0,1.0,0
PROP-EEA0F92BFA07,RERA-DEL-42612334,1,Ongoing,20.0,56.0,35.7,130.0,10,0.5,0
PROP-7D135280347A,,0,Unregistered,,,,,0,1.0,0
PROP-162B02D693C3,,0,Unregistered,,,,,0,1.0,0
PROP-73D74490A550,,0,Unregistered,,,,,0,1.0,0
PROP-9DD39628BD5C,,0,Unregistered,,,,,0,1.0,0
PROP-26B0E3183C74,,0,Unregistered,,,,,0,1.0,0
PROP-75C5EE92194A,,0,Unregistered,,,,,0,1.0,0
PROP-11AB556E1B7F,,0,Unregistered,,,,,0,1.0,0
PROP-95D54E473276,RERA-DEL-80321787,1,Completed,33.0,25.0,100.0,48.0,48,0.146,0
PROP-E66E224CEF19,,0,Unregistered,,,,,0,1.0,0
PROP-262EB7B0D771,RERA-DEL-25186797,1,Ongoing,11.0,31.0,35.5,196.0,6,0.167,0
PROP-D1B2F895F2EB,,0,Unregistered,,,,,0,1.0,0
PROP-82D45243A444,,0,Unregistered,,,,,0,1.0,0
PROP-8F2A49BC74A3,,0,Unregistered,,,,,0,1.0,0
PROP-7F39E980C902,,0,Unregistered,,,,,0,1.0,0
PROP-D4467222C0F9,RERA-DEL-40132614,1,Ongoing,8.0,35.0,22.9,133.0,89,0.573,2
PROP-0CBC4854F792,RERA-DEL-02379814,1,Ongoing,36.0,38.0,94.7,58.0,5,0.8,1
PROP-59CBC1D6774B,RERA-DEL-13976910,1,Ongoing,28.0,53.0,52.8,35.0,14,0.714,1
PROP-B1B675E8142D,,0,Unregistered,,,,,0,1.0,0
PROP-723AFBB2973C,,0,Unregistered,,,,,0,1.0,0
PROP-58B6B62941AD,,0,Unregistered,,,,,0,1.0,0
PROP-44E693DB18FE,,0,Unregistered,,,,,0,1.0,0
PROP-ED813BF821A6,,0,Unregistered,,,,,0,1.0,0
PROP-089E4346BF75,,0,Unregistered,,,,,0,1.0,0
PROP-4AA7684F1488,RERA-DEL-93187395,1,Ongoing,37.0,43.0,86.0,194.0,87,0.379,1
PROP-69C3331D7873,RERA-DEL-18039914,1,Ongoing,40.0,49.0,81.6,110.0,5,0.6,0
PROP-3A2F20591B14,,0,Unregistered,,,,,0,1.0,0
PROP-0FA6DEC053FD,,0,Unregistered,,,,,0,1.0,0
PROP-943FD95F8EAB,,0,Unregistered,,,,,0,1.0,0
PROP-32FC177241AD,RERA-DEL-13762406,1,Ongoing,40.0,47.0,85.1,101.0,17,0.412,0
PROP-AC484A704763,RERA-DEL-06723264,1,Ongoing,28.0,46.0,60.9,42.0,9,0.778,0
PROP-C935897EA31C,RERA-DEL-06723264,1,Ongoing,22.0,46.0,47.8,42.0,9,0.667,0
PROP-EBB27C120F4D,,0,Unregistered,,,,,0,1.0,0
PROP-BC27555666D6,,0,Unregistered,,,,,0,1.0,0
PROP-C9CE9E1BE5F1,RERA-DEL-03582200,1,Completed,30.0,26.0,100.0,74.0,14,0.214,0
PROP-473A60EABD96,,0,Unregistered,,,,,0,1.0,0
PROP-AC35FE2E863B,,0,Unregistered,,,,,0,1.0,0
PROP-B1D5055D16F0,,0,Unregistered,,,,,0,1.0,0
PROP-4A16392BC138,,0,Unregistered,,,,,0,1.0,0
PROP-C4EE8887A689,,0,Unregistered,,,,,0,1.0,0
PROP-536072C845CF,,0,Unregistered,,,,,0,1.0,0
PROP-D1007B77BD55,RERA-DEL-03188213,1,Ongoing,31.0,32.0,96.9,28.0,16,0.812,2
PROP-239E25FDEE2E,RERA-DEL-04963300,1,Ongoing,26.0,39.0,66.7,24.0,23,0.478,0
PROP-2AA7FE5DF11E,,0,Unregistered,,,,,0,1.0,0
PROP-EE42602BC1DA,,0,Unregistered,,,,,0,1.0,0
PROP-B8D7EF8F1CF6,,0,Unregistered,,,,,0,1.0,0
PROP-0707ECB00886,,0,Unregistered,,,,,0,1.0,0
PROP-40B8AAB716B5,,0,Unregistered,,,,,0,1.0,0
PROP-9C0494989865,,0,Unregistered,,,,,0,1.0,0
PROP-5FBE7C83FD8A,,0,Unregistered,,,,,0,1.0,0
PROP-BA401F39E109,RERA-DEL-11000160,1,Completed,34.0,24.0,100.0,140.0,9,0.889,1
PROP-3771E212EE6C,,0,Unregistered,,,,,0,1.0,0
PROP-F9E0FF6B4D86,RERA-DEL-98172759,1,Ongoing,41.0,60.0,68.3,35.0,14,0.714,0
PROP-B6A346B955EC,,0,Unregistered,,,,,0,1.0,0
PROP-3EB3CBE9E9B3,,0,Unregistered,,,,,0,1.0,0
PROP-ABC5A3DB50CB,RERA-DEL-04544651,1,Completed,41.0,24.0,100.0,113.0,9,0.667,0
PROP-242E8DAFB0D2,,0,Unregistered,,,,,0,1.0,0
PROP-6A6FAAAA871F,,0,Unregistered,,,,,0,1.0,0
PROP-A67E3AACE831,,0,Unregistered,,,,,0,1.0,0
PROP-8C80456151F1,,0,Unregistered,,,,,0,1.0,0
PROP-05F21C0AB51B,,0,Unregistered,,,,,0,1.0,0
PROP-8D5ECD736CDD,RERA-DEL-39674946,1,Ongoing,12.0,41.0,29.3,86.0,20,0.25,0
PROP-468179C5D1E4,,0,Unregistered,,,,,0,1.0,0
PROP-8AB32E3DCFB2,,0,Unregistered,,,,,0,1.0,0
PROP-BED17B538DE1,,0,Unregistered,,,,,0,1.0,0
PROP-DF0C747C508F,,0,Unregistered,,,,,0,1.0,0
PROP-8A5AEA8A0508,,0,Unregistered,,,,,0,1.0,0
PROP-7B8160A15414,,0,Unregistered,,,,,0,1.0,0
PROP-A7FA60D674BC,RERA-DEL-39207485,1,Completed,39.0,34.0,100.0,18.0,16,0.5,0
PROP-4CD25030D02F,,0,Unregistered,,,,,0,1.0,0
PROP-2C5A2A34CE01,,0,Unregistered,,,,,0,1.0,0
PROP-B999F27E41BF,,0,Unregistered,,,,,0,1.0,0
PROP-455D9123EBA4,,0,Unregistered,,,,,0,1.0,0
PROP-635EB13EA470,RERA-DEL-76803516,1,Ongoing,26.0,45.0,57.8,173.0,48,0.146,0
PROP-6A7EA85260A1,,0,Unregistered,,,,,0,1.0,0
PROP-E3C7480A33D6,,0,Unregistered,,,,,0,1.0,0
PROP-56E474E660FC,,0,Unregistered,,,,,0,1.0,0
PROP-C1BCC9332735,,0,Unregistered,,,,,0,1.0,0
PROP-06C7A26820EE,,0,Unregistered,,,,,0,1.0,0
PROP-23CCF3ECB318,,0,Unregistered,,,,,0,1.0,0
PROP-BD0EFDD55941,,0,Unregistered,,,,,0,1.0,0
PROP-6D810D4607DD,,0,Unregistered,,,,,0,1.0,0
PROP-C31DB34FF0D3,,0,Unregistered,,,,,0,1.0,0
PROP-FE554730CDDA,RERA-DEL-89055172,1,Completed,34.0,34.0,100.0,122.0,11,0.818,0
PROP-5977E7E1E977,,0,Unregistered,,,,,0,1.0,0
PROP-A44AB0F92F57,,0,Unregistered,,,,,0,1.0,0
PROP-ED6A17A2E494,,0,Unregistered,,,,,0,1.0,0
PROP-F510311D1E27,,0,Unregistered,,,,,0,1.0,0
PROP-246377AFCB21,,0,Unregistered,,,,,0,1.0,0
PROP-3AB12F84366F,RERA-DEL-00635620,1,Ongoing,38.0,47.0,80.9,63.0,90,0.689,3
PROP-E6A82357ED3E,,0,Unregistered,,,,,0,1.0,0
PROP-729166C1D8E1,,0,Unregistered,,,,,0,1.0,0
PROP-B5E60FCBFC15,RERA-DEL-58106545,1,Completed,39.0,35.0,100.0,156.0,14,0.929,1
PROP-E2E4BD34C84D,RERA-DEL-90101404,1,Ongoing,30.0,44.0,68.2,83.0,15,0.533,0
PROP-B4697143CD46,,0,Unregistered,,,,,0,1.0,0
